Business Application is software used by business users to perform a business function,,,,,,,,
,,,,,,,,
Catalog,Base class,Description,Relationship,Dependent class,Child,Parent,CMDB rel type,Display name
IT_Service,Server,,Receives data from (parent),Mass Storage Device,FALSE,TRUE,Receives data from::Sends data to,cmdb_ci_server
IT_Service,Server,,Hosts (child),Cluster Node,TRUE,FALSE,Hosted on::Hosts,cmdb_ci_server
IT_Service,Service,,Connects to (parent),Network Gear,FALSE,TRUE,Connects to::Connected by,cmdb_ci_service
IT_Service,Service,,Depends on (parent),Database,FALSE,TRUE,Depends on::Used by,cmdb_ci_service
IT_Service,Service,,Consumed by (child),Business Application,TRUE,FALSE,Consumes::Consumed by,cmdb_ci_service
IT_Service,Service,,Depends on (parent),Network Gear,FALSE,TRUE,Depends on::Used by,cmdb_ci_service
IT_Service,Service,,Depends on (parent),Server,FALSE,TRUE,Depends on::Used by,cmdb_ci_service
IT_Service,Service,,Depends on (parent),Email Server,FALSE,TRUE,Depends on::Used by,cmdb_ci_service
IT_Service,Service,,Depends on (parent),Linux Server,FALSE,TRUE,Depends on::Used by,cmdb_ci_service
IT_Service,Service,,Depends on (parent),Windows Server,FALSE,TRUE,Depends on::Used by,cmdb_ci_service
IT_Service,Service,,Depends on (parent),Application,FALSE,TRUE,Depends on::Used by,cmdb_ci_service
IT_Service,Service,,Depends on (parent),Computer,FALSE,TRUE,Depends on::Used by,cmdb_ci_service
IT_Service,Service,,Depends on (parent),Endpoint,FALSE,TRUE,Depends on::Used by,cmdb_ci_service
IT_Service,Service,,Depends on (parent),UNIX Server,FALSE,TRUE,Depends on::Used by,cmdb_ci_service
IT_Service,Service,,Provides DR for (child),Service,TRUE,FALSE,DR provided by::Provides DR for,cmdb_ci_service
IT_Service,Service,,Receives data from (parent),Application,FALSE,TRUE,Receives data from::Sends data to,cmdb_ci_service
IT_Service,Service,,Depends on (parent),Web Server,FALSE,TRUE,Depends on::Used by,cmdb_ci_service
IT_Service,Service,,Runs on (parent),UNIX Server,FALSE,TRUE,Runs on::Runs,cmdb_ci_service
IT_Service,Service,,DR provided by (parent),Service,FALSE,TRUE,DR provided by::Provides DR for,cmdb_ci_service
IT_Service,Software,,Runs on (parent),Hyper-V Server,FALSE,TRUE,Runs on::Runs,cmdb_ci_spkg
IT_Service,Solaris Server,,Instantiates (parent),Solaris Virtual Machine Instance,FALSE,TRUE,Instantiates::Instantiated by,cmdb_ci_solaris_server
IT_Service,Solaris Server,,Virtualized by (parent),Zones,FALSE,TRUE,Virtualized by::Virtualizes,cmdb_ci_solaris_server
IT_Service,Solaris Server,,IP Connection (parent),IP Switch,FALSE,TRUE,IP Connection::IP Connection,cmdb_ci_solaris_server
IT_Service,Solaris Virtual Machine Instance,,Instantiated by (child),Solaris Server,TRUE,FALSE,Instantiates::Instantiated by,cmdb_ci_solaris_instance
IT_Service,Solaris Virtual Machine Instance,,Registered on (parent),Zones,FALSE,TRUE,Registered on::Has registered,cmdb_ci_solaris_instance
IT_Service,Storage Cluster,,Manages (child),Storage Server,TRUE,FALSE,Managed by::Manages,cmdb_ci_storage_cluster
IT_Service,Storage Device,,Provided by (child),File System,TRUE,FALSE,Provides::Provided by,cmdb_ci_storage_device
IT_Service,Storage Pool,,Provides (child),File System,TRUE,FALSE,Provided By::Provides,cmdb_ci_storage_pool
IT_Service,Storage Pool,,Provides (child),NAS File System,TRUE,FALSE,Provided By::Provides,cmdb_ci_storage_pool
IT_Service,Storage Server,,Managed by (parent),Storage Cluster,FALSE,TRUE,Managed by::Manages,cmdb_ci_storage_server
IT_Service,Storage Server,,Used by (child),Application,TRUE,FALSE,Depends on::Used by,cmdb_ci_storage_server
IT_Service,Switch Forwarding Rule,,Distributed by (parent),Switchport,FALSE,TRUE,Distributed by::Distributes,dscy_swtch_fwd_rule
IT_Service,Switch Partition,,Runs on (parent),Switchport,FALSE,TRUE,Runs on::Runs,dscy_swtch_partition
IT_Service,Switchport,,Distributes (child),Switch Forwarding Rule,TRUE,FALSE,Distributed by::Distributes,dscy_switchport
IT_Service,Switchport,,Runs (child),Switch Partition,TRUE,FALSE,Runs on::Runs,dscy_switchport
IT_Service,Tomcat,,Depends on (parent),MSFT SQL Instance,FALSE,TRUE,Depends on::Used by,cmdb_ci_app_server_tomcat
IT_Service,Tomcat,,Distributed by (parent),Load Balancer Service,FALSE,TRUE,Distributed by::Distributes,cmdb_ci_app_server_tomcat
IT_Service,Tomcat,,Used by (child),Apache Web Server,TRUE,FALSE,Depends on::Used by,cmdb_ci_app_server_tomcat
IT_Service,UNIX Server,,Used by (child),Service,TRUE,FALSE,Depends on::Used by,cmdb_ci_unix_server
IT_Service,UNIX Server,,Connects to (parent),Network Gear,FALSE,TRUE,Connects to::Connected by,cmdb_ci_unix_server
IT_Service,UNIX Server,,Runs (child),Service,TRUE,FALSE,Runs on::Runs,cmdb_ci_unix_server
IT_Service,UNIX Server,,Runs (child),Application,TRUE,FALSE,Runs on::Runs,cmdb_ci_unix_server
IT_Service,UNIX Server,,Member of (child),Cluster,TRUE,FALSE,Members::Member of,cmdb_ci_unix_server
IT_Service,UNIX Server,,Depends on (parent),Mass Storage Device,FALSE,TRUE,Depends on::Used by,cmdb_ci_unix_server
IT_Service,UNIX Server,,Runs (child),Database,TRUE,FALSE,Runs on::Runs,cmdb_ci_unix_server
IT_Service,UPS,,Feeds (parent),Circuit,FALSE,TRUE,Feeds::Fed By,cmdb_ci_ups
IT_Service,Virtual Machine Instance,,Virtualizes (child),Windows Server,TRUE,FALSE,Virtualized by::Virtualizes,cmdb_ci_vm_instance
IT_Service,Virtual Machine Instance,,Virtualizes (child),Linux Server,TRUE,FALSE,Virtualized by::Virtualizes,cmdb_ci_vm_instance
IT_Service,Virtual Machine Instance,,Provisioned From (parent),Hardware Type,FALSE,TRUE,Provisioned From::Provisioned,cmdb_ci_vm_instance
IT_Service,Virtual Machine Instance,,Provisioned From (parent),Image,FALSE,TRUE,Provisioned From::Provisioned,cmdb_ci_vm_instance
IT_Service,Virtual Machine Instance,,Registered on (parent),ESX Server,FALSE,TRUE,Registered on::Has registered,cmdb_ci_vm_instance
IT_Service,VMware vCenter Cluster,,Members (parent),ESX Server,FALSE,TRUE,Members::Member of,cmdb_ci_vcenter_cluster
IT_Service,VMware vCenter Cluster,,Gets resources from (child),ESX Resource Pool,TRUE,FALSE,Defines resources for::Gets resources from,cmdb_ci_vcenter_cluster
IT_Service,VMware vCenter Datacenter,,Contains (parent),VMware vCenter Folder,FALSE,TRUE,Contains::Contained by,cmdb_ci_vcenter_datacenter
IT_Service,VMware vCenter Datacenter,,Contains (parent),VMware Virtual Machine Template,FALSE,TRUE,Contains::Contained by,cmdb_ci_vcenter_datacenter
IT_Service,VMware vCenter Datacenter,,Contains (parent),VMware vCenter Network,FALSE,TRUE,Contains::Contained by,cmdb_ci_vcenter_datacenter
IT_Service,VMware vCenter Datacenter,,Contains (parent),VMware vCenter Datastore,FALSE,TRUE,Contains::Contained by,cmdb_ci_vcenter_datacenter
IT_Service,VMware vCenter Datastore,,Provides storage for (parent),VMware Virtual Machine Instance,FALSE,TRUE,Provides storage for::Stored on,cmdb_ci_vcenter_datastore
IT_Service,VMware vCenter Datastore,,Used by (parent),ESX Server,FALSE,TRUE,Used by::Uses,cmdb_ci_vcenter_datastore
IT_Service,VMware vCenter Datastore,,Contained by (child),VMware vCenter Datacenter,TRUE,FALSE,Contains::Contained by,cmdb_ci_vcenter_datastore
IT_Service,VMware vCenter Datastore,,Provides storage for (parent),VMware Virtual Machine Template,FALSE,TRUE,Provides storage for::Stored on,cmdb_ci_vcenter_datastore
IT_Service,VMware vCenter Datastore,,Provided By (parent),Datastore Disk,FALSE,TRUE,Provided By::Provides,cmdb_ci_vcenter_datastore
IT_Service,VMware vCenter Folder,,Contained by (child),VMware vCenter Datacenter,TRUE,FALSE,Contains::Contained by,cmdb_ci_vcenter_folder
IT_Service,VMware vCenter Folder,,Contains (parent),VMware Virtual Machine Instance,FALSE,TRUE,Contains::Contained by,cmdb_ci_vcenter_folder
IT_Service,VMware vCenter Folder,,Contains (parent),VMware Virtual Machine Template,FALSE,TRUE,Contains::Contained by,cmdb_ci_vcenter_folder
IT_Service,VMware vCenter Instance,,Manages (child),ESX Server,TRUE,FALSE,Managed by::Manages,cmdb_ci_vcenter
IT_Service,VMware vCenter Network,,Contained by (child),VMware vCenter Datacenter,TRUE,FALSE,Contains::Contained by,cmdb_ci_vcenter_network
IT_Service,VMware vCenter Network,,Connects (child),VMware Virtual Machine Instance,TRUE,FALSE,Connected by::Connects,cmdb_ci_vcenter_network
IT_Service,VMware vCenter Network,,Connects (child),VMware Virtual Machine Template,TRUE,FALSE,Connected by::Connects,cmdb_ci_vcenter_network
IT_Service,VMware vCenter Network,,Provided By (parent),ESX Server,FALSE,TRUE,Provided By::Provides,cmdb_ci_vcenter_network
IT_Service,VMware Virtual Machine Instance,,Stored on (child),VMware vCenter Datastore,TRUE,FALSE,Provides storage for::Stored on,cmdb_ci_vmware_instance
IT_Service,VMware Virtual Machine Instance,,Registered on (parent),ESX Server,FALSE,TRUE,Registered on::Has registered,cmdb_ci_vmware_instance
IT_Service,VMware Virtual Machine Instance,,Member of (child),ESX Resource Pool,TRUE,FALSE,Members::Member of,cmdb_ci_vmware_instance
IT_Service,VMware Virtual Machine Instance,,Connected by (parent),VMware vCenter Network,FALSE,TRUE,Connected by::Connects,cmdb_ci_vmware_instance
IT_Service,VMware Virtual Machine Instance,,Contained by (child),VMware vCenter Folder,TRUE,FALSE,Contains::Contained by,cmdb_ci_vmware_instance
IT_Service,VMware Virtual Machine Instance,,Instantiated by (child),Linux Server,TRUE,FALSE,Instantiates::Instantiated by,cmdb_ci_vmware_instance
IT_Service,VMware Virtual Machine Template,,Registered on (parent),ESX Server,FALSE,TRUE,Registered on::Has registered,cmdb_ci_vmware_template
IT_Service,VMware Virtual Machine Template,,Contained by (child),VMware vCenter Datacenter,TRUE,FALSE,Contains::Contained by,cmdb_ci_vmware_template
IT_Service,VMware Virtual Machine Template,,Connected by (parent),VMware vCenter Network,FALSE,TRUE,Connected by::Connects,cmdb_ci_vmware_template
IT_Service,VMware Virtual Machine Template,,Stored on (child),VMware vCenter Datastore,TRUE,FALSE,Provides storage for::Stored on,cmdb_ci_vmware_template
IT_Service,VMware Virtual Machine Template,,Contained by (child),VMware vCenter Folder,TRUE,FALSE,Contains::Contained by,cmdb_ci_vmware_template
IT_Service,Web Application,,Contained by (child),JBoss,TRUE,FALSE,Contains::Contained by,cmdb_ci_web_application
IT_Service,Web Application,,Contained by (child),IBM Websphere,TRUE,FALSE,Contains::Contained by,cmdb_ci_web_application
IT_Service,Web Server,,Used by (child),Service,TRUE,FALSE,Depends on::Used by,cmdb_ci_web_server
IT_Service,Web Server,,Runs on (parent),Linux Server,FALSE,TRUE,Runs on::Runs,cmdb_ci_web_server
IT_Service,Web Service,,Runs on (parent),IBM Websphere,FALSE,TRUE,Runs on::Runs,cmdb_ci_web_service
IT_Service,Weblogic,,Used by (child),Weblogic,TRUE,FALSE,Depends on::Used by,cmdb_ci_app_server_weblogic
IT_Service,Weblogic,,Depends on (parent),Weblogic,FALSE,TRUE,Depends on::Used by,cmdb_ci_app_server_weblogic
IT_Service,Websphere Cell,,Contained by (child),IBM Websphere,TRUE,FALSE,Contains::Contained by,cmdb_ci_websphere_cell
IT_Service,Windows Cluster,,Cluster (child),Windows Cluster Node,TRUE,FALSE,Cluster of::Cluster,cmdb_ci_win_cluster
IT_Service,Windows Cluster,,Hosted on (parent),Windows Server,FALSE,TRUE,Hosted on::Hosts,cmdb_ci_win_cluster
IT_Service,Windows Cluster Node,,Applicative Flow From (child),Cluster Virtual IP,TRUE,FALSE,Applicative Flow To::Applicative Flow From,cmdb_ci_win_cluster_node
IT_Service,Windows Cluster Node,,Cluster of (parent),Windows Cluster,FALSE,TRUE,Cluster of::Cluster,cmdb_ci_win_cluster_node
IT_Service,Windows Cluster Node,,Hosted on (parent),Windows Server,FALSE,TRUE,Hosted on::Hosts,cmdb_ci_win_cluster_node
IT_Service,Windows Cluster Node,,Gets resources from (child),Windows Cluster Resource,TRUE,FALSE,Defines resources for::Gets resources from,cmdb_ci_win_cluster_node
IT_Service,Windows Cluster Resource,,Defines resources for (parent),Windows Cluster Node,FALSE,TRUE,Defines resources for::Gets resources from,cmdb_ci_win_cluster_resource
IT_Service,Windows Server,,Runs (child),Application,TRUE,FALSE,Runs on::Runs,cmdb_ci_win_server
IT_Service,Windows Server,,IP Connection (parent),IP Switch,FALSE,TRUE,IP Connection::IP Connection,cmdb_ci_win_server
IT_Service,Windows Server,,Distributed by (parent),Load Balancer Service,FALSE,TRUE,Distributed by::Distributes,cmdb_ci_win_server
IT_Service,Windows Server,,Runs (child),Hyper-V Server,TRUE,FALSE,Runs on::Runs,cmdb_ci_win_server
IT_Service,Windows Server,,Virtualized by (parent),Virtual Machine Instance,FALSE,TRUE,Virtualized by::Virtualizes,cmdb_ci_win_server
IT_Service,Windows Server,,Runs on (parent),Server,FALSE,TRUE,Runs on::Runs,cmdb_ci_win_server
IT_Service,Windows Server,,Hosts (child),Windows Cluster Node,TRUE,FALSE,Hosted on::Hosts,cmdb_ci_win_server
IT_Service,Windows Server,,Exchanges data with (parent),Network Gear,FALSE,TRUE,Exchanges data with::Exchanges data with,cmdb_ci_win_server
IT_Service,Windows Server,,Hosts (child),Windows Cluster,TRUE,FALSE,Hosted on::Hosts,cmdb_ci_win_server
IT_Service,Windows Server,,Used by (child),Service,TRUE,FALSE,Depends on::Used by,cmdb_ci_win_server
IT_Service,Windows Server,,Receives data from (parent),Mass Storage Device,FALSE,TRUE,Receives data from::Sends data to,cmdb_ci_win_server
IT_Service,Zones,,Houses (child),Computer Room,TRUE,FALSE,Located in::Houses,cmdb_ci_vm_zones
IT_Service,Zones,,Virtualizes (child),Solaris Server,TRUE,FALSE,Virtualized by::Virtualizes,cmdb_ci_vm_zones
IT_Service,Zones,,Has registered (child),Solaris Virtual Machine Instance,TRUE,FALSE,Registered on::Has registered,cmdb_ci_vm_zones
,Endpoint,,Cluster of (parent),Application Cluster,FALSE,TRUE,Cluster of::Cluster,cmdb_ci_endpoint
